session_id,user_id,session_start_ts,source,medium,device
S001081,U0137,2025-11-26T22:25:56Z,newsletter,email,mobile
S000909,U0062,2025-11-27T01:46:54Z,affiliate,affiliate,mobile
S001987,U0072,2025-11-27T02:47:42Z,direct,(none),mobile
S001902,U0236,2025-11-27T03:45:19Z,linkedin,social,mobile
S000732,U0130,2025-11-27T04:07:41Z,google,organic,desktop
S002357,U0232,2025-11-27T11:10:21Z,google,cpc,mobile
S001161,U0177,2025-11-27T12:37:08Z,newsletter,email,desktop
S002081,U0134,2025-11-27T13:02:29Z,google,cpc,tablet
S000315,U0028,2025-11-27T17:35:34Z,google,organic,tablet
S001494,U0016,2025-11-27T17:36:20Z,newsletter,email,mobile
S000793,U0180,2025-11-27T20:10:52Z,google,cpc,desktop
S001862,U0007,2025-11-28T01:18:36Z,newsletter,email,tablet
S000440,U0203,2025-11-28T01:54:15Z,google,cpc,mobile
S000357,U0186,2025-11-28T02:08:43Z,direct,(none),mobile
S000678,U0147,2025-11-28T02:37:58Z,tiktok,paid_social,mobile
S001989,U0018,2025-11-28T03:00:03Z,facebook,social,desktop
S001260,U0182,2025-11-28T03:14:12Z,referral,referral,mobile
S002590,U0242,2025-11-28T06:16:37Z,referral,referral,desktop
S002490,U0015,2025-11-28T06:28:45Z,facebook,paid_social,mobile
S000706,U0239,2025-11-28T07:56:42Z,google,cpc,desktop
S001422,U0081,2025-11-28T13:56:40Z,direct,(none),mobile
S000046,U0060,2025-11-28T15:22:39Z,google,organic,mobile
S001584,U0184,2025-11-28T15:54:13Z,facebook,paid_social,mobile
S001210,U0055,2025-11-28T19:19:01Z,facebook,paid_social,mobile
S002102,U0122,2025-11-28T19:24:59Z,direct,(none),mobile
S002397,U0125,2025-11-28T20:04:09Z,google,cpc,desktop
S002396,U0098,2025-11-28T22:56:48Z,google,cpc,desktop
S001427,U0201,2025-11-29T01:48:59Z,google,cpc,tablet
S001218,U0162,2025-11-29T01:53:41Z,google,cpc,mobile
S001742,U0186,2025-11-29T02:32:25Z,facebook,social,mobile
S002375,U0090,2025-11-29T04:43:49Z,google,organic,mobile
S000246,U0008,2025-11-29T04:58:28Z,google,cpc,mobile
S002130,U0035,2025-11-29T07:42:01Z,newsletter,email,mobile
S001237,U0054,2025-11-29T08:58:45Z,facebook,paid_social,mobile
S001671,U0122,2025-11-29T09:26:33Z,google,cpc,desktop
S002221,U0066,2025-11-29T10:23:07Z,tiktok,paid_social,tablet
S000889,U0013,2025-11-29T11:52:53Z,direct,(none),desktop
S002285,U0001,2025-11-29T12:06:41Z,google,organic,mobile
S002461,U0048,2025-11-29T12:33:26Z,google,cpc,desktop
S000051,U0173,2025-11-29T13:31:19Z,direct,(none),desktop
S000742,U0151,2025-11-29T16:27:49Z,google,cpc,mobile
S002227,U0204,2025-11-29T18:54:58Z,google,organic,desktop
S002576,U0050,2025-11-29T19:27:59Z,tiktok,paid_social,mobile
S001697,U0105,2025-11-29T21:24:32Z,direct,(none),desktop
S002385,U0169,2025-11-30T03:04:46Z,facebook,social,mobile
S000297,U0113,2025-11-30T05:42:06Z,facebook,paid_social,desktop
S000070,U0153,2025-11-30T06:24:46Z,direct,(none),desktop
S000736,U0187,2025-11-30T06:48:33Z,newsletter,email,desktop
S002344,U0193,2025-11-30T07:40:36Z,bing,organic,mobile
S000619,U0226,2025-11-30T09:31:27Z,google,organic,mobile
S001263,U0223,2025-11-30T13:43:44Z,facebook,paid_social,mobile
S000717,U0008,2025-11-30T15:17:25Z,facebook,social,mobile
S000881,U0178,2025-11-30T16:41:10Z,referral,referral,desktop
S000989,U0157,2025-11-30T19:15:35Z,direct,(none),mobile
S002027,U0002,2025-11-30T20:42:43Z,tiktok,social,desktop
S000329,U0180,2025-11-30T22:04:10Z,bing,cpc,desktop
S000272,U0192,2025-12-01T04:21:48Z,direct,(none),mobile
S001745,U0040,2025-12-01T05:23:02Z,google,organic,desktop
S001565,U0013,2025-12-01T05:35:16Z,direct,(none),mobile
S000116,U0063,2025-12-01T05:59:24Z,google,cpc,mobile
S000260,U0075,2025-12-01T07:31:33Z,newsletter,email,mobile
S000048,U0135,2025-12-01T07:53:40Z,google,organic,mobile
S001932,U0236,2025-12-01T08:23:28Z,newsletter,email,mobile
S000887,U0172,2025-12-01T09:27:02Z,google,cpc,mobile
S000579,U0154,2025-12-01T09:46:40Z,google,organic,tablet
S000091,U0060,2025-12-01T11:18:45Z,facebook,paid_social,mobile
S002530,U0071,2025-12-01T13:16:04Z,direct,(none),desktop
S001383,U0064,2025-12-01T14:27:41Z,google,organic,desktop
S002216,U0145,2025-12-01T15:16:19Z,google,organic,mobile
S001173,U0141,2025-12-01T16:04:57Z,referral,referral,mobile
S001736,U0040,2025-12-01T16:42:55Z,google,organic,mobile
S001869,U0160,2025-12-01T17:29:49Z,facebook,paid_social,mobile
S001454,U0019,2025-12-01T18:32:44Z,direct,(none),desktop
S000189,U0069,2025-12-01T20:02:18Z,google,organic,mobile
S002089,U0188,2025-12-02T00:47:53Z,google,cpc,mobile
S001596,U0177,2025-12-02T02:51:24Z,facebook,paid_social,mobile
S002004,U0136,2025-12-02T06:45:54Z,direct,(none),mobile
S000729,U0215,2025-12-02T08:11:44Z,google,cpc,mobile
S001285,U0148,2025-12-02T08:49:28Z,google,cpc,mobile
S000925,U0150,2025-12-02T10:41:20Z,facebook,paid_social,mobile
S002022,U0202,2025-12-02T12:55:48Z,referral,referral,mobile
S001918,U0058,2025-12-02T13:37:29Z,google,organic,desktop
S000797,U0187,2025-12-02T15:37:35Z,facebook,social,mobile
S002163,U0098,2025-12-02T15:45:06Z,direct,(none),mobile
S002488,U0203,2025-12-02T19:08:18Z,direct,(none),desktop
S000191,U0034,2025-12-02T23:38:16Z,google,cpc,mobile
S000437,U0080,2025-12-03T01:40:35Z,newsletter,email,mobile
S000283,U0151,2025-12-03T04:36:31Z,referral,referral,mobile
S000588,U0193,2025-12-03T05:15:36Z,direct,(none),desktop
S001866,U0134,2025-12-03T09:58:11Z,newsletter,email,desktop
S001056,U0141,2025-12-03T10:17:20Z,tiktok,social,desktop
S001470,U0083,2025-12-03T10:36:44Z,google,organic,mobile
S000601,U0085,2025-12-03T12:32:29Z,google,cpc,desktop
S000804,U0033,2025-12-03T13:15:55Z,google,cpc,mobile
S001206,U0132,2025-12-03T14:26:20Z,direct,(none),mobile
S001547,U0093,2025-12-03T14:39:22Z,linkedin,paid_social,desktop
S000788,U0083,2025-12-03T15:06:08Z,facebook,paid_social,desktop
S000543,U0006,2025-12-03T17:51:52Z,affiliate,affiliate,desktop
S000290,U0013,2025-12-03T18:16:33Z,google,organic,mobile
S002320,U0151,2025-12-03T18:33:16Z,facebook,paid_social,desktop
S000602,U0142,2025-12-03T18:41:19Z,google,organic,desktop
S002408,U0023,2025-12-04T00:29:37Z,google,organic,desktop
S001062,U0111,2025-12-04T01:20:25Z,google,cpc,mobile
S002031,U0205,2025-12-04T05:33:51Z,facebook,social,desktop
S002159,U0105,2025-12-04T06:48:19Z,google,cpc,desktop
S000927,U0064,2025-12-04T09:42:47Z,newsletter,email,desktop
S001095,U0090,2025-12-04T11:06:43Z,referral,referral,mobile
S002420,U0076,2025-12-04T14:17:22Z,direct,(none),desktop
S001706,U0226,2025-12-04T14:54:30Z,facebook,paid_social,mobile
S002550,U0123,2025-12-04T17:01:23Z,google,organic,desktop
S000149,U0192,2025-12-04T17:45:43Z,google,cpc,mobile
S001072,U0120,2025-12-04T21:00:44Z,facebook,social,mobile
S002305,U0226,2025-12-04T21:52:47Z,google,organic,mobile
S000010,U0234,2025-12-04T22:06:38Z,google,cpc,desktop
S002585,U0147,2025-12-05T01:04:47Z,tiktok,paid_social,desktop
S001615,U0049,2025-12-05T02:27:13Z,bing,cpc,tablet
S000680,U0005,2025-12-05T04:11:07Z,affiliate,affiliate,desktop
S000382,U0145,2025-12-05T04:28:40Z,google,organic,desktop
S002071,U0062,2025-12-05T05:01:07Z,newsletter,email,desktop
S001818,U0158,2025-12-05T05:31:18Z,facebook,social,mobile
S001528,U0152,2025-12-05T05:46:00Z,bing,organic,desktop
S001707,U0076,2025-12-05T07:46:27Z,bing,organic,desktop
S001479,U0198,2025-12-05T08:38:47Z,newsletter,email,desktop
S002057,U0134,2025-12-05T09:56:23Z,google,cpc,mobile
S001695,U0098,2025-12-05T10:49:35Z,direct,(none),desktop
S001201,U0114,2025-12-05T13:41:56Z,facebook,paid_social,desktop
S001217,U0110,2025-12-05T16:37:29Z,newsletter,email,mobile
S000410,U0200,2025-12-05T17:46:10Z,direct,(none),mobile
S001822,U0224,2025-12-05T18:39:07Z,google,organic,desktop
S000131,U0129,2025-12-05T19:59:12Z,tiktok,paid_social,desktop
S002509,U0136,2025-12-05T20:02:18Z,direct,(none),tablet
S000022,U0151,2025-12-05T20:57:53Z,direct,(none),tablet
S002185,U0099,2025-12-06T00:17:28Z,bing,cpc,mobile
S001627,U0198,2025-12-06T00:35:28Z,google,cpc,mobile
S001763,U0013,2025-12-06T00:42:27Z,newsletter,email,tablet
S000342,U0167,2025-12-06T05:53:32Z,google,cpc,desktop
S000334,U0151,2025-12-06T05:58:49Z,direct,(none),tablet
S001029,U0076,2025-12-06T07:17:07Z,google,cpc,desktop
S002302,U0216,2025-12-06T07:48:54Z,facebook,paid_social,mobile
S002507,U0156,2025-12-06T17:14:05Z,google,organic,mobile
S000777,U0146,2025-12-06T20:45:39Z,google,cpc,mobile
S001555,U0170,2025-12-06T22:38:08Z,tiktok,paid_social,desktop
S000857,U0154,2025-12-07T06:00:53Z,newsletter,email,mobile
S000781,U0214,2025-12-07T07:11:24Z,direct,(none),mobile
S000522,U0224,2025-12-07T07:20:44Z,google,cpc,mobile
S002069,U0178,2025-12-07T07:21:28Z,direct,(none),desktop
S000197,U0186,2025-12-07T09:28:08Z,affiliate,affiliate,mobile
S002400,U0132,2025-12-07T09:40:31Z,direct,(none),mobile
S001536,U0171,2025-12-07T11:01:04Z,direct,(none),tablet
S000018,U0114,2025-12-07T11:54:20Z,bing,organic,desktop
S000117,U0019,2025-12-07T11:54:31Z,affiliate,affiliate,mobile
S000199,U0001,2025-12-07T12:09:21Z,google,organic,mobile
S000687,U0070,2025-12-07T12:10:33Z,google,organic,mobile
S000869,U0142,2025-12-07T13:46:18Z,bing,cpc,desktop
S001712,U0025,2025-12-07T18:39:28Z,direct,(none),mobile
S000829,U0152,2025-12-07T19:46:13Z,google,cpc,mobile
S001159,U0084,2025-12-07T20:01:34Z,referral,referral,desktop
S001059,U0210,2025-12-07T22:11:39Z,google,organic,mobile
S000467,U0200,2025-12-07T22:44:42Z,newsletter,email,desktop
S002107,U0173,2025-12-08T00:00:14Z,direct,(none),tablet
S000614,U0030,2025-12-08T00:37:05Z,google,organic,desktop
S000796,U0226,2025-12-08T00:59:03Z,google,cpc,tablet
S002220,U0028,2025-12-08T01:30:39Z,newsletter,email,desktop
S000842,U0248,2025-12-08T02:21:48Z,google,organic,desktop
S001522,U0187,2025-12-08T02:27:03Z,direct,(none),tablet
S002348,U0171,2025-12-08T03:43:43Z,newsletter,email,mobile
S002276,U0148,2025-12-08T04:54:12Z,google,cpc,desktop
S001400,U0187,2025-12-08T07:00:35Z,google,cpc,mobile
S001045,U0104,2025-12-08T07:25:19Z,newsletter,email,mobile
S001170,U0071,2025-12-08T07:30:55Z,tiktok,social,mobile
S001867,U0111,2025-12-08T07:45:20Z,direct,(none),desktop
S001868,U0079,2025-12-08T08:50:46Z,facebook,paid_social,mobile
S001502,U0135,2025-12-08T11:09:36Z,google,cpc,desktop
S000867,U0001,2025-12-08T14:21:41Z,google,cpc,desktop
S000497,U0220,2025-12-08T15:13:21Z,google,cpc,desktop
S002124,U0105,2025-12-08T17:41:22Z,direct,(none),mobile
S000930,U0011,2025-12-08T22:25:56Z,referral,referral,mobile
S001136,U0108,2025-12-08T22:46:21Z,direct,(none),mobile
S001678,U0082,2025-12-09T01:03:03Z,facebook,social,mobile
S000675,U0061,2025-12-09T01:45:07Z,direct,(none),desktop
S000361,U0007,2025-12-09T02:06:02Z,newsletter,email,mobile
S000709,U0107,2025-12-09T02:45:59Z,linkedin,paid_social,mobile
S000307,U0100,2025-12-09T03:39:32Z,newsletter,email,desktop
S001174,U0222,2025-12-09T05:33:14Z,newsletter,email,mobile
S001679,U0062,2025-12-09T06:09:13Z,affiliate,affiliate,mobile
S001990,U0222,2025-12-09T06:14:46Z,google,cpc,mobile
S001920,U0166,2025-12-09T10:09:46Z,newsletter,email,desktop
S000237,U0095,2025-12-09T11:19:41Z,google,cpc,desktop
S002326,U0178,2025-12-09T12:04:50Z,google,organic,mobile
S002077,U0203,2025-12-09T12:33:49Z,direct,(none),mobile
S001980,U0130,2025-12-09T15:11:01Z,google,organic,desktop
S001295,U0037,2025-12-09T15:14:59Z,facebook,paid_social,desktop
S000430,U0044,2025-12-09T16:58:15Z,facebook,paid_social,desktop
S002568,U0072,2025-12-09T18:12:27Z,linkedin,paid_social,mobile
S001489,U0109,2025-12-09T19:40:02Z,google,cpc,desktop
S000719,U0099,2025-12-09T20:32:50Z,newsletter,email,desktop
S001113,U0202,2025-12-09T21:13:54Z,google,cpc,tablet
S002056,U0123,2025-12-09T21:22:49Z,google,cpc,desktop
S001960,U0015,2025-12-09T22:02:43Z,google,organic,desktop
S002361,U0072,2025-12-10T02:21:28Z,linkedin,social,mobile
S002101,U0243,2025-12-10T03:20:59Z,linkedin,social,desktop
S002582,U0202,2025-12-10T03:22:54Z,bing,cpc,mobile
S000918,U0162,2025-12-10T03:55:10Z,facebook,paid_social,mobile
S001825,U0156,2025-12-10T04:27:25Z,direct,(none),desktop
S000951,U0040,2025-12-10T06:25:48Z,direct,(none),desktop
S000681,U0210,2025-12-10T08:15:09Z,google,organic,desktop
S001332,U0238,2025-12-10T08:43:59Z,google,organic,desktop
S000552,U0023,2025-12-10T09:56:22Z,google,cpc,mobile
S002328,U0124,2025-12-10T10:57:42Z,facebook,social,desktop
S000027,U0130,2025-12-10T11:34:29Z,facebook,paid_social,mobile
S000341,U0186,2025-12-10T15:46:43Z,direct,(none),desktop
S000765,U0126,2025-12-10T18:59:00Z,newsletter,email,desktop
S000891,U0130,2025-12-10T20:57:37Z,direct,(none),desktop
S001229,U0065,2025-12-10T21:33:52Z,facebook,paid_social,desktop
S002365,U0033,2025-12-11T01:55:04Z,facebook,paid_social,tablet
S001994,U0239,2025-12-11T03:58:37Z,direct,(none),mobile
S001171,U0001,2025-12-11T04:42:50Z,google,organic,tablet
S000625,U0079,2025-12-11T04:46:11Z,facebook,paid_social,desktop
S000427,U0117,2025-12-11T05:06:05Z,google,organic,mobile
S001751,U0033,2025-12-11T06:42:12Z,google,cpc,mobile
S001131,U0091,2025-12-11T08:45:22Z,facebook,social,desktop
S002394,U0203,2025-12-11T14:52:48Z,facebook,paid_social,desktop
S000785,U0168,2025-12-11T15:52:16Z,bing,cpc,mobile
S001893,U0175,2025-12-11T16:24:47Z,facebook,paid_social,mobile
S001079,U0031,2025-12-11T17:31:47Z,tiktok,social,mobile
S000002,U0213,2025-12-11T18:25:03Z,google,cpc,desktop
S001279,U0188,2025-12-11T19:40:15Z,referral,referral,mobile
S002499,U0196,2025-12-11T20:40:44Z,direct,(none),desktop
S000214,U0084,2025-12-11T21:07:54Z,facebook,social,desktop
S002572,U0154,2025-12-11T22:33:15Z,tiktok,paid_social,mobile
S001447,U0108,2025-12-11T22:55:11Z,google,organic,desktop
S002045,U0242,2025-12-11T23:28:31Z,referral,referral,desktop
S000259,U0237,2025-12-12T01:55:24Z,newsletter,email,mobile
S001273,U0147,2025-12-12T02:38:26Z,facebook,paid_social,mobile
S002418,U0143,2025-12-12T03:51:51Z,direct,(none),mobile
S000126,U0023,2025-12-12T04:43:18Z,google,cpc,mobile
S001594,U0065,2025-12-12T05:25:16Z,direct,(none),desktop
S001940,U0093,2025-12-12T07:53:56Z,tiktok,social,mobile
S000105,U0168,2025-12-12T09:37:31Z,google,organic,desktop
S000894,U0063,2025-12-12T10:32:30Z,direct,(none),desktop
S000240,U0243,2025-12-12T15:32:17Z,facebook,social,desktop
S001578,U0221,2025-12-12T15:44:04Z,bing,cpc,mobile
S001109,U0175,2025-12-12T17:10:38Z,linkedin,paid_social,mobile
S000446,U0185,2025-12-12T20:57:19Z,google,organic,tablet
S001121,U0244,2025-12-12T22:39:40Z,facebook,paid_social,mobile
S001769,U0100,2025-12-12T22:48:45Z,google,cpc,mobile
S000220,U0033,2025-12-12T22:53:39Z,google,organic,mobile
S002117,U0198,2025-12-12T23:46:22Z,google,organic,desktop
S000318,U0128,2025-12-13T01:41:45Z,direct,(none),mobile
S001215,U0202,2025-12-13T02:43:27Z,facebook,paid_social,desktop
S002047,U0226,2025-12-13T03:10:03Z,google,cpc,desktop
S000868,U0090,2025-12-13T03:52:33Z,google,cpc,desktop
S001609,U0193,2025-12-13T07:10:30Z,facebook,paid_social,mobile
S000741,U0111,2025-12-13T07:27:31Z,linkedin,paid_social,desktop
S002048,U0106,2025-12-13T07:59:12Z,newsletter,email,tablet
S001840,U0017,2025-12-13T10:33:22Z,facebook,social,desktop
S000162,U0185,2025-12-13T12:02:26Z,direct,(none),mobile
S002425,U0147,2025-12-13T12:34:56Z,google,cpc,desktop
S001525,U0017,2025-12-13T12:42:26Z,google,organic,desktop
S001843,U0145,2025-12-13T13:11:21Z,google,organic,mobile
S001922,U0162,2025-12-13T14:03:37Z,referral,referral,desktop
S001981,U0088,2025-12-13T15:04:41Z,google,cpc,desktop
S000103,U0099,2025-12-13T15:53:02Z,google,cpc,mobile
S000817,U0094,2025-12-13T16:14:25Z,google,cpc,desktop
S002377,U0220,2025-12-13T18:12:20Z,affiliate,affiliate,mobile
S002325,U0080,2025-12-13T19:27:41Z,google,organic,mobile
S002279,U0130,2025-12-13T20:26:49Z,google,cpc,tablet
S001515,U0082,2025-12-13T20:28:25Z,newsletter,email,desktop
S002132,U0093,2025-12-13T20:48:39Z,google,cpc,mobile
S002463,U0207,2025-12-13T21:49:08Z,google,cpc,desktop
S000209,U0241,2025-12-13T23:14:07Z,facebook,social,desktop
S001477,U0118,2025-12-14T00:55:40Z,direct,(none),mobile
S000165,U0220,2025-12-14T03:16:52Z,facebook,social,desktop
S001365,U0134,2025-12-14T03:39:47Z,facebook,paid_social,mobile
S000362,U0174,2025-12-14T03:41:57Z,google,cpc,desktop
S001367,U0168,2025-12-14T04:01:18Z,affiliate,affiliate,desktop
S000669,U0096,2025-12-14T04:52:25Z,direct,(none),tablet
S000939,U0005,2025-12-14T08:56:18Z,referral,referral,mobile
S002103,U0147,2025-12-14T09:12:37Z,newsletter,email,mobile
S001854,U0175,2025-12-14T11:16:31Z,facebook,paid_social,desktop
S001730,U0205,2025-12-14T15:06:25Z,google,organic,mobile
S001407,U0111,2025-12-14T17:03:34Z,newsletter,email,desktop
S000855,U0133,2025-12-14T19:32:12Z,facebook,social,mobile
S002308,U0029,2025-12-14T21:49:38Z,google,cpc,mobile
S001178,U0184,2025-12-14T23:32:26Z,bing,organic,mobile
S001306,U0108,2025-12-15T02:33:26Z,newsletter,email,desktop
S000712,U0061,2025-12-15T05:35:07Z,facebook,paid_social,mobile
S001417,U0148,2025-12-15T05:37:42Z,direct,(none),mobile
S000192,U0180,2025-12-15T05:53:06Z,direct,(none),mobile
S001336,U0029,2025-12-15T06:45:08Z,tiktok,paid_social,desktop
S000454,U0001,2025-12-15T09:51:43Z,google,cpc,desktop
S001878,U0029,2025-12-15T10:53:59Z,tiktok,paid_social,mobile
S000684,U0061,2025-12-15T11:54:51Z,linkedin,social,desktop
S001663,U0005,2025-12-15T12:11:24Z,newsletter,email,mobile
S000073,U0190,2025-12-15T15:22:49Z,facebook,paid_social,mobile
S001561,U0170,2025-12-15T16:28:45Z,facebook,paid_social,desktop
S000772,U0068,2025-12-15T19:00:53Z,direct,(none),desktop
S001297,U0222,2025-12-15T22:43:52Z,tiktok,paid_social,mobile
S002000,U0217,2025-12-16T00:27:46Z,affiliate,affiliate,mobile
S001667,U0177,2025-12-16T01:15:05Z,tiktok,paid_social,desktop
S001048,U0200,2025-12-16T02:29:05Z,facebook,paid_social,mobile
S002381,U0198,2025-12-16T03:46:08Z,google,cpc,mobile
S001423,U0190,2025-12-16T03:59:25Z,direct,(none),mobile
S000776,U0109,2025-12-16T04:08:39Z,google,cpc,mobile
S000514,U0109,2025-12-16T05:11:26Z,facebook,paid_social,mobile
S000267,U0164,2025-12-16T07:52:36Z,newsletter,email,mobile
S002324,U0052,2025-12-16T08:11:56Z,affiliate,affiliate,mobile
S001348,U0041,2025-12-16T08:28:34Z,google,cpc,tablet
S001531,U0188,2025-12-16T08:29:50Z,facebook,social,mobile
S000388,U0070,2025-12-16T11:23:28Z,direct,(none),mobile
S002504,U0027,2025-12-16T11:53:48Z,google,cpc,tablet
S002553,U0150,2025-12-16T11:57:29Z,newsletter,email,desktop
S001334,U0154,2025-12-16T12:15:48Z,google,cpc,mobile
S002359,U0076,2025-12-16T12:49:57Z,facebook,paid_social,desktop
S001371,U0249,2025-12-16T13:10:48Z,direct,(none),desktop
S002291,U0059,2025-12-16T15:34:18Z,direct,(none),mobile
S001053,U0107,2025-12-16T16:34:50Z,google,organic,desktop
S001456,U0044,2025-12-16T17:12:35Z,direct,(none),desktop
S001790,U0159,2025-12-16T17:27:08Z,direct,(none),desktop
S001031,U0130,2025-12-16T17:32:34Z,direct,(none),tablet
S002338,U0102,2025-12-16T18:56:29Z,direct,(none),desktop
S001921,U0015,2025-12-16T19:31:53Z,facebook,paid_social,desktop
S001633,U0011,2025-12-16T20:28:11Z,facebook,paid_social,desktop
S002435,U0102,2025-12-17T02:33:29Z,bing,cpc,desktop
S000861,U0212,2025-12-17T04:59:51Z,google,organic,mobile
S001481,U0025,2025-12-17T06:05:04Z,google,cpc,desktop
S000995,U0164,2025-12-17T06:26:31Z,google,organic,desktop
S002363,U0046,2025-12-17T07:04:07Z,google,cpc,mobile
S000608,U0192,2025-12-17T07:33:30Z,direct,(none),mobile
S000693,U0046,2025-12-17T09:58:58Z,direct,(none),mobile
S000436,U0149,2025-12-17T12:24:26Z,google,organic,mobile
S000178,U0176,2025-12-17T12:53:56Z,bing,cpc,desktop
S000854,U0044,2025-12-17T14:14:36Z,facebook,paid_social,desktop
S001466,U0012,2025-12-17T16:17:55Z,google,cpc,desktop
S001247,U0162,2025-12-17T17:23:23Z,bing,organic,desktop
S002586,U0164,2025-12-17T18:00:15Z,newsletter,email,desktop
S000265,U0021,2025-12-17T22:04:57Z,google,organic,desktop
S000713,U0081,2025-12-18T00:21:26Z,facebook,paid_social,tablet
S000383,U0071,2025-12-18T04:58:26Z,direct,(none),mobile
S001972,U0176,2025-12-18T05:31:29Z,google,cpc,mobile
S001847,U0022,2025-12-18T05:59:27Z,direct,(none),mobile
S002316,U0151,2025-12-18T08:27:07Z,google,cpc,desktop
S000840,U0113,2025-12-18T09:20:10Z,newsletter,email,desktop
S002491,U0068,2025-12-18T09:50:56Z,google,cpc,mobile
S001323,U0040,2025-12-18T10:36:27Z,google,cpc,mobile
S000541,U0240,2025-12-18T10:57:59Z,google,organic,tablet
S002261,U0175,2025-12-18T12:27:38Z,google,organic,desktop
S002176,U0125,2025-12-18T13:00:29Z,direct,(none),desktop
S000465,U0224,2025-12-18T13:45:29Z,google,organic,tablet
S001698,U0184,2025-12-18T14:10:09Z,direct,(none),desktop
S000590,U0236,2025-12-18T16:08:53Z,tiktok,social,mobile
S002388,U0013,2025-12-18T17:19:03Z,direct,(none),desktop
S001280,U0082,2025-12-18T18:09:07Z,google,cpc,mobile
S001626,U0124,2025-12-18T18:40:54Z,bing,organic,desktop
S002417,U0213,2025-12-18T19:09:15Z,google,organic,mobile
S001203,U0166,2025-12-18T19:56:50Z,tiktok,paid_social,desktop
S000575,U0092,2025-12-18T20:23:00Z,tiktok,paid_social,mobile
S001335,U0186,2025-12-18T20:24:43Z,facebook,paid_social,mobile
S002202,U0041,2025-12-18T20:29:09Z,tiktok,paid_social,mobile
S000752,U0015,2025-12-18T21:13:26Z,direct,(none),desktop
S000330,U0123,2025-12-18T21:37:40Z,google,organic,desktop
S001569,U0096,2025-12-18T22:16:29Z,google,cpc,desktop
S002387,U0176,2025-12-18T22:35:55Z,tiktok,paid_social,tablet
S001982,U0072,2025-12-19T00:13:56Z,google,organic,desktop
S000110,U0124,2025-12-19T02:26:18Z,facebook,paid_social,desktop
S000136,U0034,2025-12-19T02:38:02Z,facebook,paid_social,desktop
S000072,U0063,2025-12-19T05:31:13Z,newsletter,email,desktop
S000095,U0103,2025-12-19T06:11:51Z,direct,(none),desktop
S000826,U0040,2025-12-19T07:58:28Z,facebook,paid_social,desktop
S002006,U0214,2025-12-19T08:04:12Z,direct,(none),mobile
S001064,U0060,2025-12-19T09:33:57Z,direct,(none),mobile
S000433,U0173,2025-12-19T13:42:14Z,google,organic,mobile
S001979,U0117,2025-12-19T15:04:07Z,google,cpc,mobile
S002192,U0042,2025-12-19T17:14:12Z,direct,(none),mobile
S000689,U0133,2025-12-19T17:46:19Z,google,organic,mobile
S002224,U0005,2025-12-19T19:30:21Z,direct,(none),mobile
S001668,U0009,2025-12-19T20:24:16Z,direct,(none),mobile
S001911,U0084,2025-12-19T21:17:48Z,google,cpc,desktop
S001966,U0126,2025-12-19T21:57:19Z,google,cpc,desktop
S001340,U0037,2025-12-19T23:08:22Z,direct,(none),desktop
S000143,U0237,2025-12-19T23:32:32Z,google,organic,mobile
S000984,U0042,2025-12-20T01:09:39Z,google,cpc,mobile
S000748,U0250,2025-12-20T02:13:37Z,direct,(none),tablet
S001238,U0249,2025-12-20T03:07:07Z,direct,(none),desktop
S000679,U0021,2025-12-20T03:15:07Z,google,organic,mobile
S002370,U0142,2025-12-20T03:36:04Z,bing,organic,mobile
S001937,U0174,2025-12-20T06:19:59Z,facebook,paid_social,mobile
S002450,U0048,2025-12-20T09:28:06Z,newsletter,email,mobile
S000333,U0053,2025-12-20T10:18:59Z,direct,(none),mobile
S001451,U0102,2025-12-20T13:01:19Z,facebook,paid_social,mobile
S001344,U0128,2025-12-20T13:48:03Z,newsletter,email,mobile
S001950,U0093,2025-12-20T14:15:52Z,facebook,social,mobile
S001670,U0020,2025-12-20T14:56:50Z,direct,(none),mobile
S001646,U0054,2025-12-20T15:02:35Z,google,cpc,mobile
S000417,U0205,2025-12-20T15:20:30Z,google,organic,mobile
S000649,U0043,2025-12-20T15:56:59Z,google,organic,desktop
S000254,U0135,2025-12-20T18:45:30Z,google,organic,desktop
S000611,U0050,2025-12-20T20:39:28Z,linkedin,paid_social,desktop
S000375,U0083,2025-12-20T20:44:55Z,google,cpc,desktop
S002264,U0165,2025-12-20T21:31:23Z,google,organic,mobile
S001709,U0009,2025-12-20T22:28:41Z,facebook,paid_social,desktop
S001509,U0176,2025-12-20T23:17:18Z,direct,(none),mobile
S000907,U0049,2025-12-21T01:25:29Z,google,cpc,mobile
S000962,U0063,2025-12-21T03:48:44Z,google,organic,mobile
S001611,U0238,2025-12-21T03:58:01Z,google,organic,mobile
S001002,U0183,2025-12-21T05:18:47Z,google,cpc,mobile
S002526,U0074,2025-12-21T11:26:58Z,direct,(none),mobile
S001785,U0160,2025-12-21T13:57:05Z,affiliate,affiliate,mobile
S001753,U0216,2025-12-21T14:09:56Z,direct,(none),desktop
S000211,U0128,2025-12-21T17:50:45Z,facebook,paid_social,mobile
S000731,U0216,2025-12-21T19:40:29Z,bing,organic,mobile
S000295,U0030,2025-12-21T22:55:28Z,google,cpc,mobile
S002470,U0070,2025-12-21T23:52:46Z,facebook,paid_social,desktop
S001591,U0103,2025-12-22T01:38:22Z,google,organic,mobile
S002280,U0201,2025-12-22T02:14:33Z,direct,(none),desktop
