,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,minted_market_cap,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
11,32196,Hyperliquid,HYPE,hyperliquid,238,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",961671487.86,259276547.46202585,958387405.2626315,False,29676208808.48,,12,333931719.0,10340106064.002625,,2026-02-15T17:37:00.000Z,30.964731637256133,213187122.18367872,4.3493,0.02185921,-1.31311704,-4.00752097,24.05553861,20.36629873,-17.82548247,8028428711.995934,0.3398,29777899544.79,,2026-02-15T17:37:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2026-02-15 18:39:02.359713
12,3957,UNUS SED LEO,LEO,unus-sed-leo,67,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,921353012.9,985239504.0,False,8320061491.7,,13,,,,2026-02-15T17:38:00.000Z,8.444709593885296,1039546.18358195,81.2784,0.10326456,-2.64579694,2.22991568,-5.18847405,17.75047757,-7.90089198,7780558627.391753,0.3293,8320061491.7,,2026-02-15T17:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2026-02-15 18:39:02.359713
13,29470,Ethena USDe,USDe,ethena-usde,295,2024-02-20T11:05:01.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-labs-portfolio', 'dragonfly-capital-portfolio', 'usd-stablecoin', 'eigenlayer-ecosystem', 'binance-ecosystem', 'binance-listing', 'xlayer-ecosystem', 'plasma-ecosystem']",,6304778696.791329,6304778696.791329,True,6297741934.49,,14,,,,2026-02-15T17:37:00.000Z,0.9988839001901056,55773144.52820546,-28.4955,-0.00645562,-0.01210347,0.01566003,-0.08544765,-0.00956124,0.01229364,6297741934.486415,0.2666,6297741934.49,,2026-02-15T17:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4c9edd5852cd905f086c759e8383e09bff1e68b3,2026-02-15 18:39:02.359713
14,1975,Chainlink,LINK,chainlink,2212,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'privacy', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'xdc-ecosystem', 'metisdao-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'kadena-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'paal-ecosystem', 'blast-ecosystem', 'atomicals-ecosystem', 'move-vm', 'eigenlayer-ecosystem', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'b²-network-ecosystem', 'mode-ecosystem', 'world-chain-mainnet-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'bonk-fun-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'fraxtal-ecosystem', 'monad-ecosystem', 'hashkey-chain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem', 'iso-20022']",1000000000.0,708099970.4525867,1000000000.0,False,8829132119.11,,15,,,,2026-02-15T17:38:00.000Z,8.829132119105367,633934467.1671084,8.8708,-0.09208518,-2.92569368,0.14918154,-34.98529244,-28.78882982,-34.78140165,6251908192.660494,0.2646,8829132119.11,,2026-02-15T17:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2026-02-15 18:39:02.359713
0,1,Bitcoin,BTC,bitcoin,12561,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19989887.0,19989887.0,False,1379107592184.3,,1,,,,2026-02-15T17:38:00.000Z,68990.26453647783,35233278118.92057,-5.149,0.07591148,-0.97345824,-2.38453351,-27.19020168,-20.4563453,-26.0271551,1379107592184.299,58.3677,1448795555266.03,,2026-02-15T17:38:00.000Z,,,,,,2026-02-15 18:40:02.829621
1,1027,Ethereum,ETH,ethereum,11567,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'sophon-ecosystem']",,120692457.89999667,120692457.89999667,True,241165775719.11,,2,,,,2026-02-15T17:38:00.000Z,1998.184310066333,25295811311.9757,48.4505,-0.23740608,-3.87153353,-4.39147116,-39.03260256,-30.18593557,-35.4367562,241165775719.11478,10.2068,241165775719.11,,2026-02-15T17:38:00.000Z,,,,,,2026-02-15 18:40:02.829621
2,825,Tether USDt,USDT,tether,171236,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,183755310128.52243,187964839850.83615,True,187876117198.01,,3,,,,2026-02-15T17:38:00.000Z,0.9995279827179656,83753730393.6292,13.4138,-0.02661204,-0.04347795,0.01744129,0.00728512,-0.02109346,0.03132522,183668574446.47617,7.7734,187876117198.01,,2026-02-15T17:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-02-15 18:40:02.829621
3,52,XRP,XRP,xrp,1798,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",100000000000.0,60917315351.0,99985721048.0,False,150873644570.22,,4,,,,2026-02-15T17:39:00.000Z,1.5089519082208516,5686320520.2667265,140.4305,-0.45013546,2.38091882,5.32768458,-26.26371716,-19.87150472,-30.79745901,91921299242.58282,3.8904,150895190822.09,,2026-02-15T17:39:00.000Z,,,,,,2026-02-15 18:40:02.829621
4,1839,BNB,BNB,bnb,3134,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",136359281.79,136359281.79,136359281.79,False,84284945187.67,,5,,,,2026-02-15T17:38:00.000Z,618.1093364621232,1445607352.7511177,-4.1819,-0.11808381,-2.29847668,-3.16504018,-33.52203944,-27.07082338,-32.47859496,84284945187.66858,3.5672,84284945187.67,,2026-02-15T17:38:00.000Z,,,,,,2026-02-15 18:40:02.829621
5,3408,USDC,USDC,usd-coin,37476,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",,73574211977.17365,73574211977.17365,False,73572042199.08,,6,60901219650.23,60899423611.52552,,2026-02-15T17:38:00.000Z,0.9999705089862765,8211087559.448595,5.8134,0.00028118,-0.02461137,0.00089327,0.03030893,0.02098674,0.02290283,73572042199.07854,3.1138,73572042199.08,,2026-02-15T17:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2026-02-15 18:40:02.829621
6,5426,Solana,SOL,solana,1089,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,568080078.263232,620527035.5347795,True,54141265740.7,,7,525236893.3,45827157542.725266,,2026-02-15T17:38:00.000Z,87.25045427559128,3799354806.055415,23.6926,-0.08106632,-0.94104284,0.44261342,-38.75445751,-29.5712838,-34.65270896,49565244893.38044,2.0977,54141265740.7,,2026-02-15T17:38:00.000Z,,,,,,2026-02-15 18:40:02.829621
7,1958,TRON,TRX,tron,1299,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94724736534.04799,94724733984.56169,True,26562554578.93,,8,94667886298.43,26546613443.996872,,2026-02-15T17:39:00.000Z,0.28041836024849676,450418058.1443556,-11.9763,0.0166858,-0.96110261,0.52089695,-8.87451592,0.14356319,-4.74744668,26562555293.84861,1.1242,26562554578.93,,2026-02-15T17:39:00.000Z,,,,,,2026-02-15 18:40:02.829621
8,74,Dogecoin,DOGE,dogecoin,1401,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'doge-chain-ecosystem', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,168752843126.57907,168752843126.57907,True,17968954240.4,,9,,,,2026-02-15T17:38:00.000Z,0.10648089778801997,2910670500.0090404,187.6658,-0.8635853,1.12445911,10.48395763,-21.97256053,-16.48724894,-32.76824916,17968954240.399036,0.7605,17968954240.4,,2026-02-15T17:38:00.000Z,,,,,,2026-02-15 18:40:02.829621
9,1831,Bitcoin Cash,BCH,bitcoin-cash,1137,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19995212.5,19995212.5,False,11114922797.39,,10,,,,2026-02-15T17:38:00.000Z,555.8792034538429,311896680.6774358,-40.9452,-0.10688331,-1.53400086,5.4978498,-7.83721572,0.63655251,9.24821392,11114922797.390324,0.4704,11673463272.53,,2026-02-15T17:38:00.000Z,,,,,,2026-02-15 18:40:02.829621
10,2010,Cardano,ADA,cardano,1681,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",45000000000.0,36066145196.64397,44994539820.15453,False,12727597377.39,,11,37997904336.0,10748460357.77212,,2026-02-15T17:39:00.000Z,0.28286981994395954,680559188.3153775,62.7245,-0.0373912,-2.79412787,4.59549539,-26.47414156,-24.16274768,-40.53464016,10202023997.84738,0.4318,12729141897.48,,2026-02-15T17:39:00.000Z,,,,,,2026-02-15 18:40:02.829621
11,32196,Hyperliquid,HYPE,hyperliquid,238,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",961671487.86,259276547.46202585,958387405.2626315,False,29676236980.36,,12,333931719.0,10340115879.95276,,2026-02-15T17:39:00.000Z,30.964761032337755,212928432.50596532,4.2247,0.01934242,-1.30778743,-4.08399311,24.03406313,20.53832605,-17.65629764,8028436333.451208,0.3398,29777927813.2,,2026-02-15T17:39:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2026-02-15 18:40:02.829621
12,3957,UNUS SED LEO,LEO,unus-sed-leo,67,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,921353012.9,985239504.0,False,8319929959.59,,13,,,,2026-02-15T17:39:00.000Z,8.444576091201318,1039562.48484623,81.3059,0.09811239,-2.64486234,2.24304498,-5.19766206,17.63714702,-7.93287031,7780435624.291639,0.3293,8319929959.59,,2026-02-15T17:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2026-02-15 18:40:02.829621
13,29470,Ethena USDe,USDe,ethena-usde,295,2024-02-20T11:05:01.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-labs-portfolio', 'dragonfly-capital-portfolio', 'usd-stablecoin', 'eigenlayer-ecosystem', 'binance-ecosystem', 'binance-listing', 'xlayer-ecosystem', 'plasma-ecosystem']",,6304778696.791329,6304778696.791329,True,6297644831.05,,14,,,,2026-02-15T17:38:00.000Z,0.9988684986285816,55764608.61561976,-28.5898,-0.00130937,-0.01377673,0.01750605,-0.08848026,-0.01004545,0.02632651,6297644831.04942,0.2665,6297644831.05,,2026-02-15T17:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4c9edd5852cd905f086c759e8383e09bff1e68b3,2026-02-15 18:40:02.829621
14,1975,Chainlink,LINK,chainlink,2212,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'privacy', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'xdc-ecosystem', 'metisdao-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'kadena-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'paal-ecosystem', 'blast-ecosystem', 'atomicals-ecosystem', 'move-vm', 'eigenlayer-ecosystem', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'b²-network-ecosystem', 'mode-ecosystem', 'world-chain-mainnet-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'bonk-fun-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'fraxtal-ecosystem', 'monad-ecosystem', 'hashkey-chain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem', 'iso-20022']",1000000000.0,708099970.4525867,1000000000.0,False,8829132119.11,,15,,,,2026-02-15T17:38:00.000Z,8.829132119105367,633934467.1671084,8.8708,-0.09208518,-2.92569368,0.14918154,-34.98529244,-28.78882982,-34.78140165,6251908192.660494,0.2646,8829132119.11,,2026-02-15T17:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2026-02-15 18:40:02.829621
0,1,Bitcoin,BTC,bitcoin,12561,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19989887.0,19989887.0,False,1379115896998.63,,1,,,,2026-02-15T17:39:00.000Z,68990.67998726697,35228133410.322525,-5.1294,0.09545865,-1.0027501,-2.39896286,-27.20947609,-20.36152082,-25.95792825,1379115896998.6282,58.3681,1448804279732.61,,2026-02-15T17:39:00.000Z,,,,,,2026-02-15 18:41:03.432962
1,1027,Ethereum,ETH,ethereum,11567,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'sophon-ecosystem']",,120692457.89999667,120692457.89999667,True,241167222286.74,,2,,,,2026-02-15T17:39:00.000Z,1998.1962956340215,25296608704.705444,48.4547,-0.22853943,-3.93496386,-4.45810959,-39.04909691,-30.04290841,-35.3885233,241167222286.73843,10.2069,241167222286.74,,2026-02-15T17:39:00.000Z,,,,,,2026-02-15 18:41:03.432962
2,825,Tether USDt,USDT,tether,171236,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,183755310128.52243,187964839850.83615,True,187875679489.78,,3,,,,2026-02-15T17:39:00.000Z,0.9995256540471517,83745349150.96878,13.4166,-0.00387874,-0.00237647,0.01483418,0.00780867,-0.00676484,0.02190984,183668146540.84857,7.7734,187875679489.78,,2026-02-15T17:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-02-15 18:41:03.432962
3,52,XRP,XRP,xrp,1798,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",100000000000.0,60917315351.0,99985721048.0,False,150873644570.22,,4,,,,2026-02-15T17:39:00.000Z,1.5089519082208516,5686320520.2667265,140.4305,-0.45013546,2.38091882,5.32768458,-26.26371716,-19.87150472,-30.79745901,91921299242.58282,3.8904,150895190822.09,,2026-02-15T17:39:00.000Z,,,,,,2026-02-15 18:41:03.432962
4,1839,BNB,BNB,bnb,3134,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",136359281.79,136359281.79,136359281.79,False,84315091534.23,,5,,,,2026-02-15T17:40:00.000Z,618.3304167301432,1445121040.9394746,-4.0933,-0.04359636,-2.19865833,-3.15174986,-33.49021141,-26.96229371,-32.37027941,84315091534.23372,3.5685,84315091534.23,,2026-02-15T17:40:00.000Z,,,,,,2026-02-15 18:41:03.432962
5,3408,USDC,USDC,usd-coin,37476,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",,73574211977.17365,73574211977.17365,False,73573168780.64,,6,60901219650.23,60900356141.94833,,2026-02-15T17:39:00.000Z,0.9999858211660353,8213325204.254812,5.8573,0.01053906,0.00729176,-7.409e-05,0.03635272,0.05875301,0.00749639,73573168780.63794,3.1138,73573168780.64,,2026-02-15T17:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2026-02-15 18:41:03.432962
6,5426,Solana,SOL,solana,1089,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,568080078.263232,620527035.5347795,True,54147361834.48,,7,525236893.3,45832317500.59272,,2026-02-15T17:39:00.000Z,87.2602783339034,3799080841.2947454,23.7136,-0.07329336,-0.91734038,0.3757391,-38.74127162,-29.49484381,-34.48271894,49570825745.19525,2.098,54147361834.48,,2026-02-15T17:39:00.000Z,,,,,,2026-02-15 18:41:03.432962
7,1958,TRON,TRX,tron,1299,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94724736534.04799,94724733984.56169,True,26560518221.82,,8,94667886298.43,26544578308.98448,,2026-02-15T17:40:00.000Z,0.2803968626203996,450574896.7863925,-11.891,0.01380539,-0.97487132,0.51446664,-8.87772038,0.14370861,-4.74439857,26560518936.690998,1.1241,26560518221.82,,2026-02-15T17:40:00.000Z,,,,,,2026-02-15 18:41:03.432962
